Date,High,Low,Open,Close,Volume,LogClose,Return,RollingMean,RollingStd,Lag1,Lag2,Lag3
6/2/2013 23:59,129.3999939,115.0500031,129.3000031,122.2919998,0,4.806411626,-0.05419956,128.3382004,3.668371483,129.3000031,129,128.798996
6/3/2013 23:59,122.5,116,122.5,122.2220001,0,4.805839064,-0.000572398,126.3225998,3.715729871,122.2919998,129.3000031,129
6/4/2013 23:59,123.8399963,119.0999985,120.7369995,121.4199982,0,4.799255595,-0.006561846,124.8468002,3.944605076,122.2220001,122.2919998,129.3000031
6/5/2013 23:59,123.4690018,119.8990021,121.4000015,121.6500015,0,4.801148082,0.001894279,123.3768005,3.331876159,121.4199982,122.2220001,122.2919998
6/6/2013 23:59,123.0999985,117.25,121.9000015,118,0,4.770684624,-0.030004122,121.1167999,1.78137848,121.6500015,121.4199982,122.2220001
6/7/2013 23:59,119,106.4199982,118.9700012,111.5,0,4.714024591,-0.055084746,118.9584,4.486132276,118,121.6500015,121.4199982
6/8/2013 23:59,111.4150009,107.3000031,111,108.3000031,0,4.684905182,-0.028699524,116.1740005,6.014305227,111.5,118,121.6500015
6/9/2013 23:59,108.9899979,88.5,107.8919983,100,0,4.605170186,-0.076638992,111.8900009,8.470566803,108.3000031,111.5,118
6/10/2013 23:59,110.1009979,95.0019989,100.4369965,106.3499985,0,4.666735527,0.063499985,108.8300003,6.626047169,100,108.3000031,111.5
6/11/2013 23:59,109.5999985,104,106.3499985,108.9000015,0,4.690430044,0.023977462,107.0100006,4.329319105,106.3499985,100,108.3000031
6/12/2013 23:59,111.7870026,106.7340012,109,108.1500015,0,4.683519167,-0.006887052,106.3400009,3.669707933,108.9000015,106.3499985,100
6/13/2013 23:59,110.3000031,100.5299988,108.776001,104,0,4.644390899,-0.038372644,105.4800003,3.598715602,108.1500015,108.9000015,106.3499985
6/14/2013 23:59,104.6999969,98,103.9489975,99.97889709,0,4.604959135,-0.038664451,105.4757797,3.606752696,104,108.1500015,108.9000015
6/15/2013 23:59,103.6999969,98,100,99.98809814,0,4.60505116,9.20E-05,104.2033997,4.280487577,99.97889709,104,108.1500015
6/16/2013 23:59,101.5999985,98.94660187,99.80000305,99.51000214,0,4.600258163,-0.004781529,102.3253998,3.729134922,99.98809814,99.97889709,104
6/17/2013 23:59,102.2099991,99,99.90000153,101.6999969,0,4.622027273,0.022007786,101.0353989,1.855425859,99.51000214,99.98809814,99.97889709
6/18/2013 23:59,111.1110001,101.0329971,101.9499969,107.4000015,0,4.676560196,0.056047244,101.7153992,3.285487998,101.6999969,99.51000214,99.98809814
6/19/2013 23:59,110.2249985,105.7549973,107.0500031,108.25,0,4.684443367,0.007914325,103.3696198,4.15875779,107.4000015,101.6999969,99.51000214
6/20/2013 23:59,114.3000031,107.5,108.2509995,110.1500015,0,4.701843087,0.017551977,105.4020004,4.557057658,108.25,107.4000015,101.6999969
6/21/2013 23:59,114.9899979,107.6849976,111.2900009,109.5,0,4.695924549,-0.005901058,107.4,3.360991044,110.1500015,108.25,107.4000015
6/22/2013 23:59,109.9560013,107.5139999,109.5,108.3000031,0,4.684905182,-0.010958876,108.7200012,1.094645807,109.5,110.1500015,108.25
6/23/2013 23:59,108.8000031,106.2340012,108.1999969,107.5999985,0,4.678420634,-0.006463569,108.7600006,1.036460922,108.3000031,109.5,110.1500015
6/24/2013 23:59,108.3339996,100.9800034,107.9000015,102.7369995,0,4.63217232,-0.045195158,107.6574005,2.925526094,107.5999985,108.3000031,109.5
6/25/2013 23:59,106.4700012,101.0100021,102.0899963,103.9499969,0,4.643909985,0.011806822,106.4173996,2.918843167,102.7369995,107.5999985,108.3000031
6/26/2013 23:59,105.4889984,102.7919998,103.3290024,104,0,4.644390899,0.00048103,105.3173996,2.46829786,103.9499969,102.7369995,107.5999985
6/27/2013 23:59,104,101.0999985,104,101.4369965,0,4.619437881,-0.024644265,103.9447983,2.297357751,104,103.9499969,102.7369995
6/28/2013 23:59,101.7369995,92.33300018,101.7369995,94.64920044,0,4.55017743,-0.066916374,101.3546387,3.892763393,101.4369965,104,103.9499969
6/29/2013 23:59,99.98999786,93,94.66000366,94.9940033,0,4.553813766,0.003642956,99.80603943,4.668254228,94.64920044,101.4369965,104
6/30/2013 23:59,98.12229919,94.22229767,94.99900055,96.61399841,0,4.570723642,0.017053657,98.33883972,4.166046002,94.9940033,94.64920044,101.4369965
7/1/2013 23:59,97.66490173,86.29720306,97.51000214,88.05000305,0,4.47790487,-0.088641351,95.14884033,4.805067662,96.61399841,94.9940033,94.64920044
7/2/2013 23:59,92.30000305,87.51000214,88.05000305,90.13400269,0,4.501297482,0.023668365,92.88824158,3.619767134,88.05000305,96.61399841,94.9940033
7/3/2013 23:59,90.98120117,76.97920227,90.40499878,77.52999878,0,4.350664942,-0.139836283,89.46440125,7.526155876,90.13400269,88.05000305,96.61399841
7/4/2013 23:59,83.10500336,72,78.88999939,80.52580261,0,4.388577662,0.038640576,86.57076111,7.6489929,77.52999878,90.13400269,88.05000305
7/5/2013 23:59,80,65.52600098,79.98999786,68.43099976,0,4.225825935,-0.150197855,80.93416138,8.70856494,80.52580261,77.52999878,90.13400269
7/6/2013 23:59,75,66.81999969,68.50499725,70.27729797,0,4.252448816,0.026980436,77.37962036,8.705115435,68.43099976,80.52580261,77.52999878
7/7/2013 23:59,74.56109619,66.62000275,68.74900055,74.56109619,0,4.311618872,0.060955648,74.26503906,4.997070783,70.27729797,68.43099976,80.52580261
7/8/2013 23:59,80,72.59999847,76.5,76.51599884,0,4.337499854,0.026218802,74.06223907,4.849847534,74.56109619,70.27729797,68.43099976
7/9/2013 23:59,78.30000305,72.51999664,76,76.69400024,0,4.339823482,0.002326329,73.2958786,3.751534879,76.51599884,74.56109619,70.27729797
7/10/2013 23:59,87,76.19999695,76.72000122,86.76000214,0,4.463145711,0.131248883,76.96167908,6.056425648,76.69400024,76.51599884,74.56109619
7/11/2013 23:59,90.27999878,85.07990265,88,88.98000336,0,4.488411663,0.025587842,80.70222015,6.643080922,86.76000214,76.69400024,76.51599884
7/12/2013 23:59,104,88.16600037,88.97899628,93.59490204,0,4.538975917,0.051864447,84.50898132,7.625168625,88.98000336,86.76000214,76.69400024
7/13/2013 23:59,98.25,88.06220245,93.98989868,98.1339035,0,4.586332908,0.048496247,88.83256226,8.075530342,93.59490204,88.98000336,86.76000214
7/14/2013 23:59,98.69999695,92.86000061,98.69999695,94.69129944,0,4.550622121,-0.03508068,92.43202209,4.556761988,98.1339035,93.59490204,88.98000336
7/15/2013 23:59,101.9000015,93.11000061,93.60500336,98.40019989,0,4.589042835,0.039168334,94.76006165,3.853725934,94.69129944,98.1339035,93.59490204
7/16/2013 23:59,99.86229706,96.14160156,98.89029694,97.45079803,0,4.579347615,-0.009648373,96.45422058,2.172839749,98.40019989,94.69129944,98.1339035
7/17/2013 23:59,99.97000122,96.18000031,96.70999908,98.5,0,4.590056548,0.010766479,97.43524017,1.587643222,97.45079803,98.40019989,94.69129944
7/18/2013 23:59,98.80000305,86.19999695,98.5,90.58000183,0,4.506233458,-0.080406073,95.92445984,3.360666607,98.5,97.45079803,98.40019989
7/19/2013 23:59,95.20010376,87.80000305,90.06890106,92.16999817,0,4.523634678,0.017553503,95.42019958,3.757666364,90.58000183,98.5,97.45079803
7/20/2013 23:59,93.09999847,89.27110291,92,89.39009857,0,4.493009922,-0.030160569,93.61817932,4.114776947,92.16999817,90.58000183,98.5
7/21/2013 23:59,91.94999695,88,89.8214035,90.75730133,0,4.508188925,0.01529479,92.27947998,3.614575851,89.39009857,92.16999817,90.58000183
7/22/2013 23:59,91.9980011,90.07540131,91.9980011,91.61000061,0,4.517540443,0.009395379,90.9014801,1.062961585,90.75730133,89.39009857,92.16999817
7/23/2013 23:59,96.81929779,91.59999847,91.59999847,95.5585022,0,4.559738648,0.043101207,91.89718018,2.29929134,91.61000061,90.75730133,89.39009857
7/24/2013 23:59,95.98999786,93,95.5585022,94.51000214,0,4.548705672,-0.010972337,92.36518097,2.58864095,95.5585022,91.61000061,90.75730133
7/25/2013 23:59,97.33000183,93.86569977,94.50499725,96.90000153,0,4.573679535,0.025288322,93.86716156,2.609501946,94.51000214,95.5585022,91.61000061
7/26/2013 23:59,97.46910095,96,96.94999695,96.02020264,0,4.564558613,-0.009079452,94.91974182,2.041000417,96.90000153,94.51000214,95.5585022
7/27/2013 23:59,96.99500275,93,96.02010345,94.11599731,0,4.544528035,-0.019831299,95.42094116,1.128975782,96.02020264,96.90000153,94.51000214
7/28/2013 23:59,100.5770035,94,94.40000153,99.7559967,0,4.602727171,0.059926044,96.26044006,2.255456537,94.11599731,96.02020264,96.90000153
7/29/2013 23:59,102.5,98.45500183,98.59999847,101.1999969,0,4.617098727,0.014475323,97.59843903,2.860608323,99.7559967,94.11599731,96.02020264
7/30/2013 23:59,107.9899979,100.4700012,101.4889984,107.9899979,0,4.68203861,0.067094873,99.81643829,5.376602001,101.1999969,99.7559967,94.11599731
7/31/2013 23:59,111.3440018,103.8799973,107.9499969,106.0899963,0,4.664287756,-0.017594236,101.830397,5.484007947,107.9899979,101.1999969,99.7559967
8/1/2013 23:59,108,103.0110016,106.2129974,104,0,4.644390899,-0.019700221,103.8071976,3.389464738,106.0899963,107.9899979,101.1999969
8/2/2013 23:59,108,101.2109985,104.8560028,104.5009995,0,4.649196635,0.004817302,104.7561981,2.525866544,104,106.0899963,107.9899979
8/3/2013 23:59,105.7799988,102.0019989,104.5009995,104.0049973,0,4.644438949,-0.004746387,105.3171982,1.722217889,104.5009995,104,106.0899963
8/4/2013 23:59,105.9499969,103.5230026,104.9499969,105.1439972,0,4.655330812,0.010951396,104.747998,0.884637539,104.0049973,104.5009995,104
8/5/2013 23:59,107.7699966,105,105.1200027,106.2200012,0,4.665512426,0.010233623,104.773999,0.934450103,105.1439972,104.0049973,104.5009995
8/6/2013 23:59,107.3820038,105.5569992,106.7200012,106.75,0,4.670489652,0.004989633,105.323999,1.149542664,106.2200012,105.1439972,104.0049973
8/7/2013 23:59,106.75,106.75,106.75,106.75,0,4.670489652,0,105.7737991,1.186417206,106.75,106.2200012,105.1439972
8/8/2013 23:59,106.75,101.2600021,106.75,103,0,4.634728988,-0.035128806,105.5727997,1.58063601,106.75,106.75,106.2200012
8/9/2013 23:59,105.75,101.9349976,103.0699997,102.8000031,0,4.632785383,-0.001941718,105.1040009,2.024802994,103,106.75,106.75
8/10/2013 23:59,103.9000015,102.4100037,102.8000031,103,0,4.634728988,0.001945496,104.4600006,2.092067749,102.8000031,103,106.75
8/11/2013 23:59,105.1900024,102.7549973,103,105,0,4.65396035,0.019417476,104.1100006,1.72785937,103,102.8000031,103
8/12/2013 23:59,108,103.5,105,106.6360016,0,4.669421181,0.015580967,104.0872009,1.684523451,105,103,102.8000031
8/13/2013 23:59,109.3499985,104.6500015,106.9899979,109,0,4.691347882,0.022168858,105.2872009,2.603078269,106.6360016,105,103
8/14/2013 23:59,114.9950027,108.0009995,109.5550003,112.5619965,0,4.723504149,0.032678867,107.2395996,3.70071816,109,106.6360016,105
8/15/2013 23:59,113.2450027,109,112.5619965,109.9899979,0,4.700389433,-0.022849618,108.6375992,2.941076813,112.5619965,109,106.6360016
8/16/2013 23:59,112.3000031,108.5169983,109.9950027,108.9940033,0,4.691292865,-0.009055319,109.4363998,2.139171271,109.9899979,112.5619965,109
8/17/2013 23:59,113.75,108.2249985,108.9940033,113.5,0,4.731802837,0.041341694,110.8091995,2.094751532,108.9940033,109.9899979,112.5619965
8/18/2013 23:59,114.6880035,112,112.75,113.5,0,4.731802837,0,111.7091995,2.089805027,113.5,108.9940033,109.9899979
8/19/2013 23:59,123.0619965,111.7710037,113.3799973,119,0,4.779123493,0.04845815,112.9968002,3.924540459,113.5,113.5,108.9940033
8/20/2013 23:59,123.0110016,117.5080032,119,121.2050018,0,4.797483342,0.018529427,115.239801,4.867918484,119,113.5,113.5
8/21/2013 23:59,124.9140015,119.6819992,121.2099991,123.3000031,0,4.814620435,0.017284775,118.101001,4.466851886,121.2050018,119,113.5
8/22/2013 23:59,123.5,120.5999985,123.3000031,121.1500015,0,4.79702946,-0.017437157,119.6310013,3.749458387,123.3000031,121.2050018,119
8/23/2013 23:59,122,118.4440002,122,118.5009995,0,4.774921395,-0.021865473,120.6312012,1.931287208,121.1500015,123.3000031,121.2050018
8/24/2013 23:59,121.3899994,118.0199966,118.5100021,120.0449982,0,4.787866657,0.013029415,120.8402008,1.759537835,118.5009995,121.1500015,123.3000031
8/25/2013 23:59,122.9869995,119.1699982,119.6029968,122.1110001,0,4.804930468,0.017210229,121.0214005,1.85078213,120.0449982,118.5009995,121.1500015
8/26/2013 23:59,122.7549973,119.9300003,122.1110001,120.0559998,0,4.787958299,-0.016828953,120.3725998,1.354329649,122.1110001,120.0449982,118.5009995
8/27/2013 23:59,127.2399979,120.0699997,120.0699997,126.5,0,4.840242308,0.053674954,121.4425995,3.104553845,120.0559998,122.1110001,120.0449982
8/28/2013 23:59,127.3199997,122.6200027,126.4800034,122.6200027,0,4.809090165,-0.030671915,122.2664001,2.640693486,126.5,120.0559998,122.1110001
8/29/2013 23:59,123.6999969,122.2099991,122.6200027,122.3899994,0,4.807212662,-0.001875741,122.7354004,2.338476653,122.6200027,126.5,120.0559998
8/30/2013 23:59,135.75,120.9899979,122.3499985,133.4900055,0,4.89402661,0.090693734,125.0112015,5.273736684,122.3899994,122.6200027,126.5
8/31/2013 23:59,140.8899994,132.7200012,133.0899963,135.3500061,0,4.907864061,0.013933632,128.0700027,6.058149994,133.4900055,122.3899994,122.6200027
9/1/2013 23:59,145.8099976,134.8099976,135.1399994,138.3399963,0,4.929714397,0.022090802,130.438002,7.446064103,135.3500061,133.4900055,122.3899994
9/2/2013 23:59,146.5,134.8899994,138.6300049,135.8500061,0,4.911551381,-0.017999062,133.0840027,6.223695856,138.3399963,135.3500061,133.4900055
9/3/2013 23:59,138.3399963,133,135.6100006,136.7700043,0,4.918300714,0.006772161,135.9600037,1.789242407,135.8500061,138.3399963,135.3500061
9/4/2013 23:59,144.5,123.6100006,136.5299988,126.7399979,0,4.842137727,-0.07333484,134.6100021,4.544244957,136.7700043,135.8500061,138.3399963
9/5/2013 23:59,131.4400024,121.8300018,126.7600021,126.4300003,0,4.839688798,-0.002445933,132.826001,5.767412165,126.7399979,136.7700043,135.8500061
9/6/2013 23:59,127.3399963,119.1500015,126.4899979,119.1500015,0,4.780383216,-0.05758126,128.988002,7.34897626,126.4300003,126.7399979,136.7700043
9/7/2013 23:59,125.9400024,118.4599991,118.8899994,124.1500015,0,4.821490524,0.04196391,126.6480011,6.422050597,119.1500015,126.4300003,126.7399979
9/8/2013 23:59,124.7200012,120.4899979,124.1299973,121.6600037,0,4.801230299,-0.020056366,123.626001,3.23008057,124.1500015,119.1500015,126.4300003
9/9/2013 23:59,129.0599976,119.75,121.8600006,127.1100006,0,4.845052858,0.044796949,123.7000015,3.322182204,121.6600037,124.1500015,119.1500015
9/10/2013 23:59,129.7400055,125.9000015,127.2699966,125.9100037,0,4.835567395,-0.009440618,123.5960022,3.221983674,127.1100006,121.6600037,124.1500015
9/11/2013 23:59,137.8300018,123.2699966,125.8899994,135.25,0,4.907124918,0.074179939,126.8160019,5.141290398,125.9100037,127.1100006,121.6600037
9/12/2013 23:59,136.0800018,131.8099976,135.5500031,133.1300049,0,4.891326131,-0.01567464,128.6120026,5.530878131,135.25,125.9100037,127.1100006
9/13/2013 23:59,137.5800018,132.2700043,132.8300018,134.9799957,0,4.905126588,0.013896122,131.276001,4.446882674,133.1300049,135.25,125.9100037
9/14/2013 23:59,135.8500061,128.8699951,135.0099945,129.2200012,0,4.861516388,-0.042672949,131.6980011,4.033615546,134.9799957,133.1300049,135.25
9/15/2013 23:59,131.4400024,128.2599945,129.3999939,130.3699951,0,4.870376524,0.008899504,132.5899994,2.709455587,129.2200012,134.9799957,133.1300049
9/16/2013 23:59,132.7200012,129.7700043,130.8600006,131.7200012,0,4.880678467,0.01035519,131.8839996,2.266810181,130.3699951,129.2200012,134.9799957
9/17/2013 23:59,132.7599945,124.8899994,131.5899963,131.6600037,0,4.88022287,-0.000455493,131.5899994,2.157497276,131.7200012,130.3699951,129.2200012
9/18/2013 23:59,133.1999969,130.5399933,131.7100067,131.4700012,0,4.878778698,-0.00144313,130.8880005,1.081375292,131.6600037,131.7200012,130.3699951
9/19/2013 23:59,131.7700043,128.4499969,131.3699951,129.6499939,0,4.864838465,-0.013843518,130.973999,0.920726631,131.4700012,131.6600037,131.7200012
9/20/2013 23:59,135.6199951,126.6800003,129.6999969,127.0400009,0,4.844502005,-0.020131069,130.3080002,2.017715183,129.6499939,131.4700012,131.6600037
9/21/2013 23:59,128.6100006,126.2399979,126.9499969,127.4300003,0,4.847567197,0.003069894,129.45,2.173304686,127.0400009,129.6499939,131.4700012
9/22/2013 23:59,133.9400024,126.5899963,127.8700027,129.1199951,0,4.860742167,0.013262142,128.9419983,1.790772975,127.4300003,127.0400009,129.6499939
9/23/2013 23:59,132.7250061,125.6600037,128.9799957,125.9499969,0,4.835884979,-0.024550792,127.8379974,1.524356846,129.1199951,127.4300003,127.0400009
9/24/2013 23:59,127.4599991,125.3899994,126.0500031,127.25,0,4.846153655,0.010321581,127.3579987,1.140731218,125.9499969,129.1199951,127.4300003
9/25/2013 23:59,129.6900024,127.3300018,127.3799973,128.2200012,0,4.853747548,0.007622799,127.5939987,1.179885223,127.25,125.9499969,129.1199951
9/26/2013 23:59,134.9340057,127.3199997,128.2100067,128.3800049,0,4.854994654,0.001247884,127.7839996,1.222592024,128.2200012,127.25,125.9499969
9/27/2013 23:59,134.7400055,128.4900055,128.9400024,133.7799988,0,4.896196651,0.042062577,128.7160004,2.991777065,128.3800049,128.2200012,127.25
9/28/2013 23:59,135.6300049,132.5599976,133.7700043,134.7799988,0,4.90364381,0.007474959,130.4820007,3.511781436,133.7799988,128.3800049,128.2200012
9/29/2013 23:59,140.6100006,134.7100067,134.8999939,137.3399963,0,4.922459577,0.018993898,132.5,4.048305361,134.7799988,133.7799988,128.3800049
9/30/2013 23:59,138.3500061,130.2700043,137.1499939,133,0,4.890349128,-0.031600382,133.4559998,3.275554837,137.3399963,134.7799988,133.7799988
10/1/2013 23:59,134.6300049,131.5500031,132.6799927,132.1799927,0,4.884164575,-0.006165469,134.2159973,1.993208885,133,137.3399963,134.7799988
10/2/2013 23:59,133.5899963,102.25,132.0500031,114.1299973,0,4.737338126,-0.136556184,130.285997,9.245597849,132.1799927,133,137.3399963
10/3/2013 23:59,123.6299973,111.8199997,114.4499969,123.6299973,0,4.817293212,0.083238414,128.0559967,9.235340985,114.1299973,132.1799927,133
10/4/2013 23:59,130.0899963,123.4100037,123.4100037,129.0099945,0,4.859889878,0.043516924,126.3899963,7.778267302,123.6299973,114.1299973,132.1799927
10/5/2013 23:59,130.4400024,128.0299988,128.6300049,128.5500031,0,4.856317957,-0.003565549,125.4999969,7.053700357,129.0099945,123.6299973,114.1299973
10/6/2013 23:59,129.6600037,126.1500015,128.3600006,129,0,4.859812404,0.00350056,124.8639984,6.415293499,128.5500031,129.0099945,123.6299973
10/7/2013 23:59,130.2700043,126.3600006,129.4299927,126.9400024,0,4.843714553,-0.015968973,127.4259995,2.285592261,129,128.5500031,129.0099945
10/8/2013 23:59,127.4700012,124.7099991,126.7399979,126,0,4.836281907,-0.007405092,127.9,1.359796592,126.9400024,129,128.5500031
10/9/2013 23:59,131.75,125.5800018,125.8499985,130.6900024,0,4.872828125,0.037222242,128.2360016,1.829188862,126,126.9400024,129
10/10/2013 23:59,131.5,129.2599945,130.6699982,130.5899963,0,4.872062616,-0.000765216,128.6440002,2.120973091,130.6900024,126,126.9400024
10/11/2013 23:59,131.8099976,129.6399994,130.75,130.8999939,0,4.874433626,0.002373823,129.023999,2.357693979,130.5899963,130.6900024,126
10/12/2013 23:59,135.6600037,130.5599976,130.8999939,135.1900024,0,4.906681214,0.032773176,130.673999,3.251881762,130.8999939,130.5899963,130.6900024
10/13/2013 23:59,138.6600037,134.5500031,135.1900024,138.1300049,0,4.928195306,0.021747188,133.1,3.413842879,135.1900024,130.8999939,130.5899963
10/14/2013 23:59,144.1199951,138.8999939,139.2700043,140.5200043,0,4.945349858,0.017302536,135.0660004,4.374353689,138.1300049,135.1900024,130.8999939
10/15/2013 23:59,145.3899994,139.1300049,140.7700043,145.2400055,0,4.978387584,0.033589532,137.9960022,5.410431946,140.5200043,138.1300049,135.1900024
10/16/2013 23:59,152.2299957,142.4299927,145.6499939,142.5500031,0,4.959692837,-0.018521085,140.326004,3.883688411,145.2400055,140.5200043,138.1300049
10/17/2013 23:59,147.4199982,142.4100037,142.4100037,146.25,0,4.985317486,0.025955783,142.5380035,3.338511999,142.5500031,145.2400055,140.5200043
10/18/2013 23:59,155.9600067,145.5700073,146.3699951,155.9600067,0,5.049599607,0.066393208,146.1040039,5.952322518,146.25,142.5500031,145.2400055
10/19/2013 23:59,177.4799957,155.6999969,155.9100037,172.4199982,0,5.14993335,0.105539823,152.4840027,12.24284642,155.9600067,146.25,142.5500031
10/20/2013 23:59,174.9100037,168.9499969,171.6600037,174.6100006,0,5.162554919,0.012701557,158.3580017,14.69790903,172.4199982,155.9600067,146.25
10/21/2013 23:59,184.8200073,174.8000031,174.8000031,182.2100067,0,5.205159905,0.043525606,166.2900024,14.7356393,174.6100006,172.4199982,155.9600067
10/22/2013 23:59,196.2700043,182.6499939,182.6499939,193.7599945,0,5.266620251,0.063388329,175.7920013,13.87547399,182.2100067,174.6100006,172.4199982
10/23/2013 23:59,213.6199951,192.3800049,193.3600006,213.6199951,0,5.364198713,0.102497942,187.323999,16.90287966,193.7599945,182.2100067,174.6100006
10/24/2013 23:59,217.4199982,168.5200043,214.3000031,198.2299957,0,5.289427951,-0.072043815,192.4859985,15.05331932,213.6199951,193.7599945,182.2100067
10/25/2013 23:59,198.8699951,168.5,197.6900024,186.6900024,0,5.2294495,-0.058215172,194.9019989,12.15798781,198.2299957,213.6199951,193.7599945
10/26/2013 23:59,188.4100037,175.75,187.4499969,177.3200073,0,5.177956051,-0.050190128,193.923999,13.55105175,186.6900024,198.2299957,213.6199951
10/27/2013 23:59,196.4400024,176.6000061,176.6000061,196.4400024,0,5.280357054,0.107827624,194.4600006,13.59587163,177.3200073,186.6900024,198.2299957
10/28/2013 23:59,198.6199951,192.0599976,196.2100067,198.5500031,0,5.291040973,0.010741196,191.4460022,9.268126828,196.4400024,177.3200073,186.6900024
10/29/2013 23:59,204.7899933,198.5500031,198.5500031,204.3899994,0,5.32002993,0.029413227,192.6780029,10.69495285,198.5500031,196.4400024,177.3200073
10/30/2013 23:59,209.1600037,199.9700012,204.3899994,199.9700012,0,5.298167361,-0.021625315,195.3340027,10.48300388,204.3899994,198.5500031,196.4400024
10/31/2013 23:59,205.1799927,198.8500061,199.8300018,204,0,5.318119994,0.020153017,200.6700012,3.457042094,199.9700012,204.3899994,198.5500031
11/1/2013 23:59,206.6499939,202.1300049,203.8999939,206.1799927,0,5.328749538,0.010686239,202.6179993,3.21318356,204,199.9700012,204.3899994
11/2/2013 23:59,207.7599945,201.6499939,205.8099976,206.2200012,0,5.328943566,0.000194047,204.1519989,2.547461719,206.1799927,204,199.9700012
